rationale_id,question_id,option_id_nullable,rationale_type,rationale_text
rat_002137,q_paramedic_000428,opt_001710,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_002138,q_paramedic_000428,opt_001711,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_002139,q_paramedic_000428,opt_001712,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_002140,q_paramedic_000428,,teaching_point,Review Vital Signs and repeat a linked scenario if missed twice.
rat_002141,q_paramedic_000429,opt_001713,incorrect_option,The other actions delay patient-centered care.
rat_002142,q_paramedic_000429,opt_001714,incorrect_option,The other actions delay patient-centered care.
rat_002143,q_paramedic_000429,opt_001715,incorrect_option,The other actions delay patient-centered care.
rat_002144,q_paramedic_000429,opt_001716,correct,"Deterioration requires reassessment, intervention, and communication."
rat_002145,q_paramedic_000429,,teaching_point,Review Assessment Frameworks and repeat a linked scenario if missed twice.
rat_002146,q_paramedic_000430,opt_001717,correct,Trends and response guide receiving care.
rat_002147,q_paramedic_000430,opt_001718,incorrect_option,The other options are irrelevant or unsafe.
rat_002148,q_paramedic_000430,opt_001719,incorrect_option,The other options are irrelevant or unsafe.
rat_002149,q_paramedic_000430,opt_001720,incorrect_option,The other options are irrelevant or unsafe.
rat_002150,q_paramedic_000430,,teaching_point,Review Communication and repeat a linked scenario if missed twice.
rat_002151,q_paramedic_000431,opt_001721,correct,Airway compromise threatens oxygenation and ventilation first.
rat_002152,q_paramedic_000431,opt_001722,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_002153,q_paramedic_000431,opt_001723,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_002154,q_paramedic_000431,opt_001724,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_002155,q_paramedic_000431,,teaching_point,Review Ethics and repeat a linked scenario if missed twice.
rat_002156,q_paramedic_000432,opt_001725,incorrect_option,The distractors delay assessment or treatment.
rat_002157,q_paramedic_000432,opt_001726,correct,Primary assessment and life threats come before detailed history.
rat_002158,q_paramedic_000432,opt_001727,incorrect_option,The distractors delay assessment or treatment.
rat_002159,q_paramedic_000432,opt_001728,incorrect_option,The distractors delay assessment or treatment.
rat_002160,q_paramedic_000432,,teaching_point,Review Airway Anatomy and repeat a linked scenario if missed twice.
rat_002161,q_paramedic_000433,opt_001729,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_002162,q_paramedic_000433,opt_001730,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_002163,q_paramedic_000433,opt_001731,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_002164,q_paramedic_000433,opt_001732,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_002165,q_paramedic_000433,,teaching_point,Review Airway Assessment and repeat a linked scenario if missed twice.
rat_002166,q_paramedic_000434,opt_001733,incorrect_option,The other actions delay patient-centered care.
rat_002167,q_paramedic_000434,opt_001734,incorrect_option,The other actions delay patient-centered care.
rat_002168,q_paramedic_000434,opt_001735,incorrect_option,The other actions delay patient-centered care.
rat_002169,q_paramedic_000434,opt_001736,correct,"Deterioration requires reassessment, intervention, and communication."
rat_002170,q_paramedic_000434,,teaching_point,Review Oxygen Delivery and repeat a linked scenario if missed twice.
rat_002171,q_paramedic_000435,opt_001737,correct,Trends and response guide receiving care.
rat_002172,q_paramedic_000435,opt_001738,incorrect_option,The other options are irrelevant or unsafe.
rat_002173,q_paramedic_000435,opt_001739,incorrect_option,The other options are irrelevant or unsafe.
rat_002174,q_paramedic_000435,opt_001740,incorrect_option,The other options are irrelevant or unsafe.
rat_002175,q_paramedic_000435,,teaching_point,Review Bvm Ventilation and repeat a linked scenario if missed twice.
rat_002176,q_paramedic_000436,opt_001741,correct,Airway compromise threatens oxygenation and ventilation first.
rat_002177,q_paramedic_000436,opt_001742,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_002178,q_paramedic_000436,opt_001743,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_002179,q_paramedic_000436,opt_001744,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_002180,q_paramedic_000436,,teaching_point,Review Suctioning and repeat a linked scenario if missed twice.
rat_002181,q_paramedic_000437,opt_001745,incorrect_option,The distractors delay assessment or treatment.
rat_002182,q_paramedic_000437,opt_001746,correct,Primary assessment and life threats come before detailed history.
rat_002183,q_paramedic_000437,opt_001747,incorrect_option,The distractors delay assessment or treatment.
rat_002184,q_paramedic_000437,opt_001748,incorrect_option,The distractors delay assessment or treatment.
rat_002185,q_paramedic_000437,,teaching_point,Review Adjuncts and repeat a linked scenario if missed twice.
rat_002186,q_paramedic_000438,opt_001749,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_002187,q_paramedic_000438,opt_001750,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_002188,q_paramedic_000438,opt_001751,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_002189,q_paramedic_000438,opt_001752,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_002190,q_paramedic_000438,,teaching_point,Review Cpap and repeat a linked scenario if missed twice.
rat_002191,q_paramedic_000439,opt_001753,incorrect_option,The other actions delay patient-centered care.
rat_002192,q_paramedic_000439,opt_001754,incorrect_option,The other actions delay patient-centered care.
rat_002193,q_paramedic_000439,opt_001755,incorrect_option,The other actions delay patient-centered care.
rat_002194,q_paramedic_000439,opt_001756,correct,"Deterioration requires reassessment, intervention, and communication."
rat_002195,q_paramedic_000439,,teaching_point,Review Respiratory Distress and repeat a linked scenario if missed twice.
rat_002196,q_paramedic_000440,opt_001757,correct,Trends and response guide receiving care.
rat_002197,q_paramedic_000440,opt_001758,incorrect_option,The other options are irrelevant or unsafe.
rat_002198,q_paramedic_000440,opt_001759,incorrect_option,The other options are irrelevant or unsafe.
rat_002199,q_paramedic_000440,opt_001760,incorrect_option,The other options are irrelevant or unsafe.
rat_002200,q_paramedic_000440,,teaching_point,Review Asthma Copd and repeat a linked scenario if missed twice.
rat_002201,q_paramedic_000441,opt_001761,correct,Airway compromise threatens oxygenation and ventilation first.
rat_002202,q_paramedic_000441,opt_001762,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_002203,q_paramedic_000441,opt_001763,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_002204,q_paramedic_000441,opt_001764,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_002205,q_paramedic_000441,,teaching_point,Review Pulmonary Edema and repeat a linked scenario if missed twice.
rat_002206,q_paramedic_000442,opt_001765,incorrect_option,The distractors delay assessment or treatment.
rat_002207,q_paramedic_000442,opt_001766,correct,Primary assessment and life threats come before detailed history.
rat_002208,q_paramedic_000442,opt_001767,incorrect_option,The distractors delay assessment or treatment.
rat_002209,q_paramedic_000442,opt_001768,incorrect_option,The distractors delay assessment or treatment.
rat_002210,q_paramedic_000442,,teaching_point,Review Anaphylaxis Airway and repeat a linked scenario if missed twice.
rat_002211,q_paramedic_000443,opt_001769,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_002212,q_paramedic_000443,opt_001770,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_002213,q_paramedic_000443,opt_001771,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_002214,q_paramedic_000443,opt_001772,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_002215,q_paramedic_000443,,teaching_point,Review Ventilation Monitoring and repeat a linked scenario if missed twice.
rat_002216,q_paramedic_000444,opt_001773,incorrect_option,The other actions delay patient-centered care.
rat_002217,q_paramedic_000444,opt_001774,incorrect_option,The other actions delay patient-centered care.
rat_002218,q_paramedic_000444,opt_001775,incorrect_option,The other actions delay patient-centered care.
rat_002219,q_paramedic_000444,opt_001776,correct,"Deterioration requires reassessment, intervention, and communication."
rat_002220,q_paramedic_000444,,teaching_point,Review Cardiac Anatomy and repeat a linked scenario if missed twice.
rat_002221,q_paramedic_000445,opt_001777,correct,Trends and response guide receiving care.
rat_002222,q_paramedic_000445,opt_001778,incorrect_option,The other options are irrelevant or unsafe.
rat_002223,q_paramedic_000445,opt_001779,incorrect_option,The other options are irrelevant or unsafe.
rat_002224,q_paramedic_000445,opt_001780,incorrect_option,The other options are irrelevant or unsafe.
rat_002225,q_paramedic_000445,,teaching_point,Review Chest Pain and repeat a linked scenario if missed twice.
rat_002226,q_paramedic_000446,opt_001781,correct,Airway compromise threatens oxygenation and ventilation first.
rat_002227,q_paramedic_000446,opt_001782,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_002228,q_paramedic_000446,opt_001783,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_002229,q_paramedic_000446,opt_001784,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_002230,q_paramedic_000446,,teaching_point,Review Acs and repeat a linked scenario if missed twice.
rat_002231,q_paramedic_000447,opt_001785,incorrect_option,The distractors delay assessment or treatment.
rat_002232,q_paramedic_000447,opt_001786,correct,Primary assessment and life threats come before detailed history.
rat_002233,q_paramedic_000447,opt_001787,incorrect_option,The distractors delay assessment or treatment.
